Order ID,Order Date,Ship Date,EmailID,Category,Product Name,Sales,Quantity,Profit,Country,City,State
CA-2011-133690,2011-08-03,2011-08-05,BruceStewart@gmail.com,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2925,United States,Denver,Colorado
CA-2014-108329,2014-12-10,2014-12-15,LaurelElliston@gmail.com,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,44.4768,United States,Whittier,California
CA-2013-130162,2013-10-29,2013-11-02,JonathanHowell@gmail.com,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,26.0568,United States,Los Angeles,California
CA-2013-130162,2013-10-29,2013-11-02,JonathanHowell@gmail.com,Phones,Adtran 1202752G1,302.376,3,22.6782,United States,Los Angeles,California
CA-2014-160514,2014-11-13,2014-11-17,DavidBremer@gmail.com,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.752,United States,Santa Clara,California
CA-2013-154739,2013-12-11,2013-12-16,LoganHaushalter@gmail.com,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372,United States,San Francisco,California
CA-2013-145625,2013-09-12,2013-09-18,KellyCollister@gmail.com,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.5767,United States,San Diego,California
CA-2013-145625,2013-09-12,2013-09-18,KellyCollister@gmail.com,Accessories,LogitechÂ P710e Mobile Speakerphone,3347.37,13,636.0003,United States,San Diego,California
CA-2012-155040,2012-11-10,2012-11-15,AlanHwang@gmail.com,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,35.156,United States,Brentwood,California
CA-2014-163979,2014-12-29,2015-01-03,KristenHastings@gmail.com,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.4936,United States,San Francisco,California
CA-2012-155334,2012-07-30,2012-07-31,HelenAndreada@gmail.com,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,92.3692,United States,San Francisco,California
CA-2012-155334,2012-07-30,2012-07-31,HelenAndreada@gmail.com,Furnishings,Regeneration Desk Collection,5.28,3,2.3232,United States,San Francisco,California
CA-2012-155334,2012-07-30,2012-07-31,HelenAndreada@gmail.com,Binders,Presstex Flexible Ring Binders,10.92,3,4.095,United States,San Francisco,California
CA-2014-118136,2014-09-17,2014-09-18,BarryBlumstein@gmail.com,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.0572,United States,Inglewood,California
CA-2014-118136,2014-09-17,2014-09-18,BarryBlumstein@gmail.com,Art,Newell 330,5.98,1,1.5548,United States,Inglewood,California
CA-2012-130890,2012-11-02,2012-11-06,JasO'Carroll@gmail.com,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,51.942,United States,Los Angeles,California
CA-2012-130883,2012-09-26,2012-10-02,TracyBlumstein@gmail.com,Paper,Staples,141.76,5,47.844,United States,Portland,Oregon
CA-2012-130883,2012-09-26,2012-10-02,TracyBlumstein@gmail.com,Accessories,Microsoft Arc Touch Mouse,239.8,5,47.96,United States,Portland,Oregon
CA-2012-130883,2012-09-26,2012-10-02,TracyBlumstein@gmail.com,Paper,Xerox 216,31.104,6,10.8864,United States,Portland,Oregon
CA-2011-111451,2011-12-26,2011-12-28,KellyLampkin@gmail.com,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,78.8592,United States,Colorado Springs,Colorado
CA-2011-111451,2011-12-26,2011-12-28,KellyLampkin@gmail.com,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,20.1558,United States,Colorado Springs,Colorado
CA-2011-111451,2011-12-26,2011-12-28,KellyLampkin@gmail.com,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,-24.5646,United States,Colorado Springs,Colorado
CA-2011-111451,2011-12-26,2011-12-28,KellyLampkin@gmail.com,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88,United States,Colorado Springs,Colorado
CA-2011-111451,2011-12-26,2011-12-28,KellyLampkin@gmail.com,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,9.2988,United States,Colorado Springs,Colorado
CA-2013-142902,2013-09-13,2013-09-15,BenPeterman@gmail.com,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,3.5948,United States,Arvada,Colorado
CA-2013-142902,2013-09-13,2013-09-15,BenPeterman@gmail.com,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,52.5114,United States,Arvada,Colorado
CA-2013-142902,2013-09-13,2013-09-15,BenPeterman@gmail.com,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,1.7136,United States,Arvada,Colorado
CA-2013-142902,2013-09-13,2013-09-15,BenPeterman@gmail.com,Labels,Avery 509,6.264,3,2.0358,United States,Arvada,Colorado
CA-2011-156601,2011-09-19,2011-09-24,FrankAtkinson@gmail.com,Fasteners,OIC Binder Clips,7.16,2,3.58,United States,Long Beach,California
CA-2013-162138,2013-04-24,2013-04-28,GraceKelly@gmail.com,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744,United States,Hesperia,California
CA-2013-162138,2013-04-24,2013-04-28,GraceKelly@gmail.com,Accessories,Logitech Wireless Headset h800,99.99,1,34.9965,United States,Hesperia,California
CA-2012-137946,2012-09-01,2012-09-04,DougBickford@gmail.com,Binders,Storex Dura Pro Binders,4.752,1,1.6038,United States,Los Angeles,California
CA-2012-137946,2012-09-01,2012-09-04,DougBickford@gmail.com,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,335.9944,United States,Los Angeles,California
CA-2012-137946,2012-09-01,2012-09-04,DougBickford@gmail.com,Binders,Avery Non-Stick Binders,14.368,4,4.49,United States,Los Angeles,California
CA-2011-129924,2011-07-12,2011-07-17,AlyssaCrouse@gmail.com,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,2.7956,United States,San Francisco,California
CA-2011-129924,2011-07-12,2011-07-17,AlyssaCrouse@gmail.com,Tables,Hon 5100 Series Wood Tables,698.352,3,-17.4588,United States,San Francisco,California
CA-2012-128167,2012-06-22,2012-06-26,KenLonsdale@gmail.com,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.3312,United States,Layton,Utah
CA-2014-169901,2014-06-16,2014-06-20,ClayCheatham@gmail.com,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,4.7976,United States,San Francisco,California
CA-2011-123344,2011-09-24,2011-09-29,JuliaDunbar@gmail.com,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.4784,United States,San Francisco,California
US-2011-119137,2011-07-23,2011-07-27,ArthurGainer@gmail.com,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,-5.712,United States,Tucson,Arizona
US-2011-119137,2011-07-23,2011-07-27,ArthurGainer@gmail.com,Accessories,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,1023.936,8,179.1888,United States,Tucson,Arizona
US-2011-119137,2011-07-23,2011-07-27,ArthurGainer@gmail.com,Art,Newell 324,9.24,1,0.924,United States,Tucson,Arizona
US-2011-119137,2011-07-23,2011-07-27,ArthurGainer@gmail.com,Accessories,Microsoft Natural Keyboard Elite,479.04,10,-29.94,United States,Tucson,Arizona
CA-2013-134775,2013-10-29,2013-10-30,AlejandroSavely@gmail.com,Paper,Southworth Structures Collection,50.96,7,25.48,United States,San Francisco,California
CA-2013-134775,2013-10-29,2013-10-30,AlejandroSavely@gmail.com,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,United States,San Francisco,California
US-2011-135972,2011-09-21,2011-09-23,JackGarza@gmail.com,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,27.7182,United States,Des Moines,Washington
US-2011-135972,2011-09-21,2011-09-23,JackGarza@gmail.com,Copiers,Canon PC1080F Personal Copier,1799.97,3,701.9883,United States,Des Moines,Washington
CA-2014-102946,2014-07-01,2014-07-06,VictorPreis@gmail.com,Binders,Tuf-Vin Binders,75.792,3,25.5798,United States,Las Vegas,Nevada
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,37.7895,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,434.9913,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Paper,"Wirebound Message Book, 4 per Page",27.15,5,13.3035,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,-112.9527,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,4.6464,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Labels,Self-Adhesive Removable Labels,28.35,9,13.608,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Paper,Xerox 1908,55.98,1,27.4302,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,31.4548,United States,San Francisco,California
CA-2014-117457,2014-12-09,2014-12-13,KeithHerrera@gmail.com,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,-18.4548,United States,San Francisco,California
CA-2014-142636,2014-11-04,2014-11-08,KimberlyCarter@gmail.com,Paper,Xerox 191,139.86,7,65.7342,United States,Seattle,Washington
CA-2014-142636,2014-11-04,2014-11-08,KimberlyCarter@gmail.com,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,26.8744,United States,Seattle,Washington
CA-2014-122105,2014-06-25,2014-06-29,CarolineJumper@gmail.com,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,25.8984,United States,Huntington Beach,California
CA-2013-148796,2013-04-15,2013-04-19,PhilipBrown@gmail.com,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38,United States,Los Angeles,California
CA-2014-110478,2014-03-05,2014-03-10,SungPak@gmail.com,Art,American Pencil,9.32,4,2.7028,United States,Los Angeles,California
CA-2014-110478,2014-03-05,2014-03-10,SungPak@gmail.com,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,7.015,United States,Los Angeles,California
CA-2011-142048,2011-06-22,2011-06-25,JoelEaton@gmail.com,Accessories,KeyTronicÂ 6101 Series -Â KeyboardÂ - Black,196.752,6,56.5662,United States,Louisville,Colorado
US-2011-110674,2011-02-13,2011-02-19,SanjitChand@gmail.com,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,-24.294,United States,Concord,California
CA-2012-109638,2012-12-15,2012-12-22,JosephHolt@gmail.com,Appliances,3M Office Air Cleaner,103.92,4,36.372,United States,Seattle,Washington
CA-2012-109638,2012-12-15,2012-12-22,JosephHolt@gmail.com,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,377.9622,United States,Seattle,Washington
CA-2012-109638,2012-12-15,2012-12-22,JosephHolt@gmail.com,Binders,Acco D-Ring Binder w/DublLock,51.312,3,18.6006,United States,Seattle,Washington
CA-2013-109869,2013-04-23,2013-04-30,TanjaNorvell@gmail.com,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.068,United States,Phoenix,Arizona
CA-2013-109869,2013-04-23,2013-04-30,TanjaNorvell@gmail.com,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.4832,United States,Phoenix,Arizona
CA-2013-109869,2013-04-23,2013-04-30,TanjaNorvell@gmail.com,Binders,Poly Designer Cover & Back,28.485,5,-20.889,United States,Phoenix,Arizona
CA-2013-109869,2013-04-23,2013-04-30,TanjaNorvell@gmail.com,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,United States,Phoenix,Arizona
CA-2013-109869,2013-04-23,2013-04-30,TanjaNorvell@gmail.com,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,5.8704,United States,Phoenix,Arizona
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.4092,United States,San Francisco,California
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,10.4784,United States,San Francisco,California
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Phones,Samsung Galaxy Note 3,703.968,4,87.996,United States,San Francisco,California
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,24.9804,United States,San Francisco,California
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,28.819,United States,San Francisco,California
CA-2011-144666,2011-11-09,2011-11-11,JeremyPistek@gmail.com,Paper,Xerox 1912,94.85,5,45.528,United States,San Francisco,California
CA-2013-103891,2013-07-13,2013-07-20,KristenHastings@gmail.com,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.182,United States,Los Angeles,California
CA-2011-134677,2011-10-06,2011-10-10,XylonaPreis@gmail.com,Accessories,ImationÂ USB 2.0 SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 4 GB - Pink,9.09,3,1.9089,United States,San Diego,California
CA-2014-140963,2014-06-11,2014-06-14,MichelleTran@gmail.com,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8,United States,Los Angeles,California
CA-2014-140963,2014-06-11,2014-06-14,MichelleTran@gmail.com,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,-30.245,United States,Los Angeles,California
CA-2014-140963,2014-06-11,2014-06-14,MichelleTran@gmail.com,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975,United States,Los Angeles,California
CA-2013-169166,2013-05-10,2013-05-15,SoniaSunley@gmail.com,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.1572,United States,Seattle,Washington
CA-2013-126158,2013-07-26,2013-08-01,SanjitChand@gmail.com,Binders,Clear Mylar Reinforcing Strips,119.616,8,40.3704,United States,Costa Mesa,California
CA-2013-126158,2013-07-26,2013-08-01,SanjitChand@gmail.com,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.8432,United States,Costa Mesa,California
CA-2013-126158,2013-07-26,2013-08-01,SanjitChand@gmail.com,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,18.1176,United States,Costa Mesa,California
CA-2013-126158,2013-07-26,2013-08-01,SanjitChand@gmail.com,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.869,United States,Costa Mesa,California
US-2013-105578,2013-05-31,2013-06-05,MaribethYedwab@gmail.com,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,United States,Parker,Colorado
US-2013-105578,2013-05-31,2013-06-05,MaribethYedwab@gmail.com,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,-11.9616,United States,Parker,Colorado
US-2013-105578,2013-05-31,2013-06-05,MaribethYedwab@gmail.com,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098,United States,Parker,Colorado
US-2013-105578,2013-05-31,2013-06-05,MaribethYedwab@gmail.com,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,3,-1.9008,United States,Parker,Colorado
US-2013-105578,2013-05-31,2013-06-05,MaribethYedwab@gmail.com,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,1,11.8871,United States,Parker,Colorado
CA-2014-163405,2014-12-22,2014-12-26,BradleyNguyen@gmail.com,Art,Newell 327,6.63,3,1.7901,United States,Los Angeles,California
CA-2014-163405,2014-12-22,2014-12-26,BradleyNguyen@gmail.com,Art,Newell 317,5.88,2,1.7052,United States,Los Angeles,California
CA-2014-127432,2014-01-23,2014-01-28,AlanDominguez@gmail.com,Copiers,Canon Image Class D660 Copier,2999.95,5,1379.977,United States,Great Falls,Montana
CA-2014-127432,2014-01-23,2014-01-28,AlanDominguez@gmail.com,Storage,Advantus Rolling Storage Box,51.45,3,13.8915,United States,Great Falls,Montana
